elapsed.ps,repeats.n,param.a.vector2,param.b.vector2
57317,100000,9.27939001e+37; -5.56720199e+37,-4.27613737e+37; 3.07242585e+38
56807,100000,7.71002031e+37; 3.16073932e+38,-2.97859172e+38; -2.14279297e+38
55824,100000,9.90219993e+37; -2.22584132e+38,3.22927044e+37; -2.13649568e+38
50795,100000,2.3580157e+38; 1.82526921e+38,-1.95066115e+38; -1.49081643e+38
54794,100000,1.99831487e+38; 7.87022802e+37,2.34264549e+38; 2.96745242e+37
51277,100000,-1.10851025e+38; 2.30039601e+38,-1.99432918e+38; -3.3413199e+38
50456,100000,-1.61014525e+38; -4.158453e+37,2.00591408e+38; -2.9574609e+38
60019,100000,-1.68366675e+38; -2.89661813e+38,-7.25094774e+37; 2.15230846e+38
53059,100000,4.60911775e+37; -1.16018983e+38,8.16430978e+37; -3.65779288e+37
54778,100000,2.10879478e+38; -1.13623255e+38,1.35727015e+38; 2.92767334e+38
51341,100000,-5.91633477e+37; -1.91650496e+38,-1.73020332e+38; 1.5040291e+38
53950,100000,-2.4002238e+38; 1.43995393e+38,1.22926533e+38; -3.66532805e+37
52239,100000,3.30924712e+38; -1.43062169e+38,2.58179619e+38; 3.0458348e+38
53060,100000,1.07484247e+38; -2.10047818e+38,-2.44010165e+38; 1.51170001e+38
50455,100000,-5.36483222e+37; -7.11188343e+37,2.93828834e+37; 2.15634527e+38
51153,100000,5.7602525e+36; -2.80242216e+38,1.365655e+38; -1.0019342e+38
51084,100000,-2.86423584e+38; 2.63301982e+37,-1.91235072e+38; -2.38288295e+38
54377,100000,2.1092034e+37; 2.9095433e+38,2.50162652e+38; -2.42369663e+38
53338,100000,-2.99357494e+38; -1.22156268e+38,2.071838e+38; -1.38231335e+38
52643,100000,-1.89262587e+38; 2.14788852e+38,-1.81917673e+37; -3.40182943e+38
51899,100000,1.56733639e+38; 2.40045786e+38,1.37240985e+38; 1.62102565e+38
57534,100000,3.17316412e+38; 1.79390753e+38,-3.26282292e+38; 1.28759318e+38
54705,100000,-3.21517082e+38; -2.10224194e+38,-1.34667949e+38; 2.71543638e+38
53212,100000,-1.98120869e+38; 1.28354339e+38,-3.04551901e+38; 3.12781047e+37
52850,100000,-1.76574825e+38; -2.31789253e+37,4.49304051e+37; 1.68750789e+37
50931,100000,9.82107435e+37; 1.51366588e+38,-2.64526715e+38; -1.041277e+38
53185,100000,1.72395492e+38; -1.53309197e+38,-1.70851362e+37; -2.98767743e+38
51119,100000,-3.0083308e+38; -1.90033076e+38,-2.24795057e+38; -2.56733727e+38
52405,100000,1.36762939e+38; 1.99023233e+38,7.57368956e+37; -2.20342865e+38
56234,100000,2.84666641e+38; 2.44884236e+37,-1.85699881e+38; -1.13547305e+37
51482,100000,1.22315619e+37; -1.42651399e+38,-3.01296554e+38; -2.60599006e+38
54912,100000,2.10522853e+38; -1.22763432e+38,-4.13000692e+37; 2.55546232e+38
54747,100000,-2.24682018e+37; -2.4149969e+38,1.54484847e+38; 7.86710909e+37
55779,100000,-2.36013846e+38; -1.89126736e+38,2.5458373e+38; -3.52798064e+36
50492,100000,2.87002099e+38; 3.22873118e+37,-3.23865927e+38; 1.41330203e+38
50962,100000,-4.26340458e+37; 8.34579526e+37,9.82692988e+37; 3.26090096e+38
56197,100000,8.05885341e+37; -2.67796463e+38,6.03336579e+37; 1.39152663e+38
51410,100000,1.635422e+38; 6.37608857e+36,2.58198096e+38; 1.70294518e+38
53120,100000,-2.44544222e+38; 1.6763227e+38,2.49385754e+38; 2.68351491e+38
56868,100000,-2.96899976e+38; -2.89103438e+37,-7.46938828e+37; -2.83019182e+38
53062,100000,1.73960949e+38; 9.00011441e+37,3.31182076e+38; 3.35589038e+38
56843,100000,-3.23257596e+38; -2.00343496e+38,2.28618981e+38; -1.50872111e+37
53611,100000,-3.20327701e+38; 3.29838893e+38,-2.19388436e+38; 1.11362973e+38
52650,100000,-2.27299245e+38; 2.96273574e+37,1.17046774e+38; 1.32340583e+38
52359,100000,2.04587915e+38; -1.24796814e+38,1.81541743e+38; 2.24499177e+38
53531,100000,-1.47254016e+38; 2.24754817e+38,4.28965104e+37; 1.35778806e+38
54177,100000,1.93210295e+38; -1.75318938e+38,-4.26376003e+37; 3.0051489e+38
52669,100000,1.31414529e+38; -4.78861403e+37,3.3433814e+38; 4.4119849e+37
53576,100000,-1.3736702e+38; 8.61304288e+37,2.94598308e+38; -1.86095307e+38
53889,100000,-1.7070617e+38; -1.88064769e+38,2.73737262e+38; -1.07865373e+38
51345,100000,-1.21575978e+38; -2.64741445e+38,-2.0526841e+38; -2.07713333e+38
56192,100000,3.00415039e+38; 3.33666833e+38,-8.07762986e+37; 2.17796875e+38
55134,100000,6.60973457e+37; 4.12584244e+37,1.68378196e+38; 1.89793114e+38
55111,100000,1.1126365e+38; 6.06142143e+37,-1.11308211e+38; -1.59216337e+38
49623,100000,2.8006659e+38; 2.78517136e+38,1.34701019e+38; -3.35857232e+38
53543,100000,-2.28813038e+37; 1.83055622e+38,-2.221121e+38; -3.79382091e+37
52070,100000,2.94628651e+38; -2.33860767e+38,3.35302305e+38; -3.1876488e+38
