runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.target.buffer,param.targetoffset.integer,param.source.buffer,param.sourceoffset.integer,param.count.integer
3,3897,65125,10000,buffer: 0x3acbdde19c7f1f23,27,buffer: 0x013a52783d26cc63,31,115
3,3900,56903,10000,buffer: 0xe8301b6dda5b3fe3,55,buffer: 0xd5b60a1a98834103,43,25
3,3901,59024,10000,buffer: 0x22f75c7a8c6bbae3,136,buffer: 0x12e8c8257f9341e3,96,22
3,4879,67308,10000,buffer: 0x7bf6dacf537e9023,230,buffer: 0x4ddbf12f00864fc3,4,27
3,4873,60344,10000,buffer: 0x6abdd8040f17bfa3,128,buffer: 0xb0b36dbfed5e2e83,10,108
3,3899,60585,10000,buffer: 0xf1c4af0fb73c75a3,39,buffer: 0x8f58a594828425a3,120,40
3,3932,66981,10000,buffer: 0x75ceceba137a1623,100,buffer: 0xe925e62bfbf52123,63,83
3,3927,65033,10000,buffer: 0x229edf5fa460cd23,0,buffer: 0x26a437ff18f111a3,121,111
3,3898,61084,10000,buffer: 0x21fb2604dd648da3,6,buffer: 0xc4bbab950e9b4da3,6,51
3,3898,58974,10000,buffer: 0x46434ee8bab35c23,232,buffer: 0xb755e44968b4be23,35,42
3,3898,57322,10000,buffer: 0xcf65a256edf22d23,29,buffer: 0xee01858d07a6f063,19,1
3,3908,56295,10000,buffer: 0xf3f15cf7e4b8e123,248,buffer: 0x9dc623c301d53063,4,56
3,3898,57801,10000,buffer: 0x6669aa7869be5da3,73,buffer: 0x4b4ed935b4ab5843,42,64
3,3958,64488,10000,buffer: 0xc866d8c1b05aee63,40,buffer: 0x0756acdd4cc69423,54,61
3,3896,56202,10000,buffer: 0xb1973ee3c7153b23,245,buffer: 0x59aa1679c45351a3,82,41
3,3896,56825,10000,buffer: 0x2b74875b3f27aa23,64,buffer: 0xcf4864500491fb83,41,61
3,3898,64651,10000,buffer: 0x3a8757b1255f0923,24,buffer: 0xb6a51adaa5f53823,78,39
3,3908,63205,10000,buffer: 0xcc21c6c2ecc1db23,122,buffer: 0xd2a1151b768fcb23,97,54
3,3923,59287,10000,buffer: 0x6baf2c844dc2f2a3,102,buffer: 0x473bb0bfef402563,50,10
3,3900,63144,10000,buffer: 0x1938c94d929a81e3,224,buffer: 0x0da8371386a91e63,39,65
3,3899,58355,10000,buffer: 0xc18b35bead1a9aa3,142,buffer: 0x8580298276ae17c3,114,41
3,3899,67410,10000,buffer: 0x8a3353f490d1b7a3,36,buffer: 0xb325fdb88f4bfac3,117,10
3,3899,57336,10000,buffer: 0x850431fb685acbe3,58,buffer: 0x3c36837dff419fe3,10,24
3,3898,66869,10000,buffer: 0x67dc961a3c3d2023,62,buffer: 0x6a1d16f2d763ace3,10,80
3,3910,67084,10000,buffer: 0xa71ffd2c6aef99a3,62,buffer: 0xb20e99d5bddfd523,92,104
3,3924,66004,10000,buffer: 0xc1e34b36c01d0963,252,buffer: 0xe7ca4ca5934b25a3,9,117
3,3901,63809,10000,buffer: 0x5c11f9afec7d77a3,4,buffer: 0x77d62953055a9ee3,84,113
3,3901,58801,10000,buffer: 0x586c56b8e4045c23,61,buffer: 0x29158fb043b3bf83,84,107
3,3905,65182,10000,buffer: 0x1d17abd2ad2cfd23,86,buffer: 0xc47a5c08ea859523,94,77
3,4042,63922,10000,buffer: 0x3870777906faf723,102,buffer: 0xfd53182054228aa3,58,5
3,3906,61808,10000,buffer: 0x19cf4c54abdd56e3,186,buffer: 0x0844f613ffdb8f23,104,116
3,3906,65182,10000,buffer: 0xd7b88f96fec58ea3,186,buffer: 0x230fd9f6b1d5c723,68,26
3,4025,56326,10000,buffer: 0x87e1661332d41023,127,buffer: 0x3ab6553caef6b303,69,35
3,4872,69009,10000,buffer: 0x1d2ad1df8fd7d6a3,220,buffer: 0x462aed385db2bf23,78,47
3,3949,57845,10000,buffer: 0x1fa11a5a91995e23,93,buffer: 0x688815f4482520e3,14,5
3,3961,61801,10000,buffer: 0x47473b78f2327e23,10,buffer: 0xaca4676cd4342a23,68,3
3,4894,66395,10000,buffer: 0x61740f746bf19123,172,buffer: 0xf7fe1502991ee323,64,108
3,3958,68125,10000,buffer: 0xb8a31660b3ad0de3,209,buffer: 0x67ea015473176063,117,3
3,4902,69331,10000,buffer: 0x103ba0b3ba4465a3,233,buffer: 0x840a12afe709e2a3,3,108
3,3895,58895,10000,buffer: 0xa70e881e465b2323,21,buffer: 0xb94718fb51aec923,120,19
3,3894,56877,10000,buffer: 0xd61a50e92e8ea2a3,99,buffer: 0x5c182dcb3c3643a3,45,32
3,3895,60435,10000,buffer: 0xf9b4cb73b4289d23,68,buffer: 0x37bde6b92d036de3,44,112
3,4867,65991,10000,buffer: 0x8287cba6348bc723,139,buffer: 0x7e82e9f10afb8083,74,96
4,2918,27819,10000,buffer: 0xe1e649c5fdcd6e70,158,buffer: 0x8796957dac10ebd0,53,82
4,5331,26991,10000,buffer: 0xa0b8414a61bc07f0,254,buffer: 0x91fac8d5579f85f0,111,19
4,2901,26649,10000,buffer: 0xf4f95a58bf789470,64,buffer: 0x30b86531cb191230,61,10
4,2904,27101,10000,buffer: 0x0ea3c7297ddf2d70,34,buffer: 0xb5df6194437d70f0,89,65
4,3281,27609,10000,buffer: 0xc346ddc92ed8fa70,233,buffer: 0x6061d65f36ff6f70,66,75
4,2902,27217,10000,buffer: 0x403c9c1233816570,243,buffer: 0xeae05e80a7f3c070,16,28
4,2927,27290,10000,buffer: 0xf9dd92bba399cef0,178,buffer: 0x556e3bc5620fabd0,78,90
4,2909,27717,10000,buffer: 0xf7aede626a5ce2b0,143,buffer: 0x3c3e08fb3d778070,42,107
4,2917,26792,10000,buffer: 0xa508acc49819a070,122,buffer: 0xa35cfb2e1f187f90,51,55
4,2919,26792,10000,buffer: 0xd118e42c46656f70,15,buffer: 0x751fe562afc169f0,34,22
4,2914,29473,10000,buffer: 0x02df75d32dff0330,181,buffer: 0x6cb28e37d7d439b0,39,15
4,2904,27075,10000,buffer: 0x793f75e6cf0be4f0,65,buffer: 0xce115fd8efc1e850,61,126
4,2914,27638,10000,buffer: 0x270191a181619370,98,buffer: 0x48704c8627ec0970,83,87
4,2936,29414,10000,buffer: 0x92b7200d81dfdfb0,77,buffer: 0xed30e236740b3670,59,102
4,2917,26684,10000,buffer: 0xe8dfc8f21343ae70,129,buffer: 0x870796fd92a41c70,1,45
4,2904,26930,10000,buffer: 0xa1ba277a217c8170,132,buffer: 0xbdf231390bb50270,69,115
4,2917,31381,10000,buffer: 0xfedd9c15e4eddfb0,197,buffer: 0x5b628b77803a6870,103,67
4,2931,27147,10000,buffer: 0x574edadfe5966370,89,buffer: 0x6807360a827ee8b0,100,35
4,2914,27408,10000,buffer: 0x1d318ffced630c70,222,buffer: 0x28bcd3a0514e12b0,105,105
4,2963,27669,10000,buffer: 0xca79bcf9751808f0,253,buffer: 0xf76bc244eac51230,48,94
4,2909,27915,10000,buffer: 0x6ab2093955e42370,217,buffer: 0x2dd1baed7fe85610,2,81
4,2927,26818,10000,buffer: 0xe0579e6b334f3f30,91,buffer: 0x5b2563785ba3ecf0,103,6
4,2900,29857,10000,buffer: 0xc087c3f3de355570,117,buffer: 0x42c71a3166b54930,72,65
4,2909,28350,10000,buffer: 0x898314ce457ad170,233,buffer: 0x44af004c0ea12e70,51,91
4,2927,27797,10000,buffer: 0xf04a3eb45b1f9570,69,buffer: 0x70cdb9ee9f59c470,124,97
4,2922,36510,10000,buffer: 0xd8057fce75e2e730,149,buffer: 0xe34d0b248403dd30,39,86
4,2911,26511,10000,buffer: 0xe157270b7be0f3b0,62,buffer: 0x966fbcdd7f2ec070,71,25
4,2939,29008,10000,buffer: 0xbbc7df278f497070,194,buffer: 0x66d57a4ee814c070,75,114
4,2910,30722,10000,buffer: 0xca611b1a0f3f9c70,37,buffer: 0xd30b7c618d161ff0,57,70
4,2942,28020,10000,buffer: 0xc213d67f71cd9370,226,buffer: 0x241410a16df15a70,37,122
4,2937,27228,10000,buffer: 0x78549bd137507e70,184,buffer: 0x8c4a3331c367ac90,123,80
4,2918,28881,10000,buffer: 0x1cc1d33cf5ca62f0,125,buffer: 0x10b5d433cff094d0,97,94
4,2919,26777,10000,buffer: 0x7dd388a5803b54f0,175,buffer: 0x40014ce8f1974af0,47,31
4,2927,28105,10000,buffer: 0x8ec88662dbb81c70,162,buffer: 0xfe28133cf959dc30,87,101
4,2907,28156,10000,buffer: 0x8f2404c4e04e4df0,124,buffer: 0x0615b7c317e594f0,4,114
4,2927,27744,10000,buffer: 0xf6c20de1681ee870,55,buffer: 0xc07e7295f2336370,43,127
4,2925,27055,10000,buffer: 0xd9cb85d4cf6c1270,207,buffer: 0x71467955772fb6f0,119,54
4,2908,29724,10000,buffer: 0xfdf7276ce53112f0,134,buffer: 0x72a1b5cf75df4970,45,66
4,2899,29735,10000,buffer: 0x9df270fd04c64b70,45,buffer: 0x253f85da268dd410,99,110
4,2916,26817,10000,buffer: 0xb5ef37442af04470,9,buffer: 0x147976719ff9ae90,116,27
4,2901,28696,10000,buffer: 0xcde4a81b3ffc5bb0,133,buffer: 0x1254328a76dc5ff0,37,75
4,2928,26813,10000,buffer: 0xa8eb00f9f85ac0f0,186,buffer: 0x25e9652304120270,22,49
4,2911,28112,10000,buffer: 0xbdf1ba063caaebf0,113,buffer: 0xe948b629b6de0930,111,18
4,2903,27876,10000,buffer: 0x58ef88bb1c6f5d30,155,buffer: 0x6a02608282e0adb0,5,13
4,2901,26607,10000,buffer: 0x5df4e389541f8070,59,buffer: 0x73b45d7cc6a5f9b0,115,52
4,2964,28434,10000,buffer: 0x8d00790885d7cbf0,121,buffer: 0x5965310524b8f250,120,7
4,2917,29566,10000,buffer: 0xe11728812a855630,3,buffer: 0x149b0e8f61f7adf0,45,3
4,3174,26657,10000,buffer: 0x0182398365f1ecb0,200,buffer: 0x79d894ee57fcf6b0,40,17
4,2945,27126,10000,buffer: 0x4c8478f8d7c27070,10,buffer: 0x0a8f2ffed3135550,11,24
4,2913,28141,10000,buffer: 0x52fbc440d202d570,124,buffer: 0x22aeee10bc5a5c70,96,108
4,2944,27099,10000,buffer: 0x4cf6fa9390a181f0,140,buffer: 0x421f2a9d7cadb5b0,44,30
4,2955,27505,10000,buffer: 0x06a1b4f5750446f0,106,buffer: 0xc47d9070ce69adf0,55,106
4,2924,29508,10000,buffer: 0x1c652972403c2c70,247,buffer: 0xb3b2a91737384830,71,38
4,2948,27330,10000,buffer: 0x3e51fb691dd2cd30,101,buffer: 0x7b5168d3feeb5d70,82,121
4,2917,27130,10000,buffer: 0x37ae37982aa996f0,211,buffer: 0x39e77715bb66f070,76,94
4,2911,27692,10000,buffer: 0x7de85d184c4becf0,215,buffer: 0x0d76ab0f3cb1c930,115,19
4,2903,27928,10000,buffer: 0x870832aa6aa63370,143,buffer: 0x9aac14460e0aedf0,24,80
4,2924,26831,10000,buffer: 0x38fc0d6c1520eb30,113,buffer: 0xce80176488150910,21,30
4,2908,30508,10000,buffer: 0x60af8e457bf63270,113,buffer: 0xdb3acb570fe33150,46,87
4,2915,27862,10000,buffer: 0x222d93955cae7470,63,buffer: 0x762ec459ae077290,10,111
4,2930,27157,10000,buffer: 0x1a4d442181ff5a70,87,buffer: 0xb2cebf1ebacc8030,71,103
4,2927,27909,10000,buffer: 0x7ed5addf4f1715b0,212,buffer: 0x1c00b954961a2730,16,101
4,2952,27304,10000,buffer: 0xedce9327ebc79730,8,buffer: 0x6172924f29bcecb0,87,115
4,2913,26928,10000,buffer: 0x2e51acdad724caf0,224,buffer: 0x0e6c56e77b1e14f0,47,53
4,2917,30330,10000,buffer: 0x7b644ad7c17b6b70,132,buffer: 0x077b70bb48deedf0,48,88
4,2911,26923,10000,buffer: 0xd70882c429c72830,55,buffer: 0xfc6712b6349240d0,66,32
4,2952,27432,10000,buffer: 0x42052fe7016f4b70,247,buffer: 0x19385488f028c470,57,101
4,2943,27982,10000,buffer: 0x1def8ed9adb74970,1,buffer: 0x63fef1dde0f2dff0,97,82
4,3013,27500,10000,buffer: 0xa3783d66f8ead770,149,buffer: 0x0fddd5d99870cb90,119,30
4,2968,27839,10000,buffer: 0xd03a4fe6b1e929f0,158,buffer: 0x69e39ede75397bf0,63,34
4,2955,28135,10000,buffer: 0x864d5e3ec54e74f0,197,buffer: 0x832b66db21a56e70,13,103
4,2954,27325,10000,buffer: 0x39e2e04f97e2edf0,97,buffer: 0x1455219ee2c68670,33,46
4,2974,28763,10000,buffer: 0x0bbfd793dd9bd870,241,buffer: 0x3c84fe3fc7f77070,113,89
4,2978,29959,10000,buffer: 0xac90b7e8e4b65670,250,buffer: 0x7ecd2001e529b2d0,124,97
4,2945,27082,10000,buffer: 0xddf69ccf6a76eff0,178,buffer: 0xed210088fc504270,122,41
4,2942,27104,10000,buffer: 0x8eb90da057459870,95,buffer: 0x29ed9e2f665e4ab0,88,61
4,2931,27679,10000,buffer: 0xd097b9be19fa8730,82,buffer: 0xe0baaa185817ac70,124,38
4,2949,26993,10000,buffer: 0x6ecc8187bef55970,92,buffer: 0xccde779737b7b270,105,19
4,2975,27365,10000,buffer: 0xd8ec8aaef712ca70,59,buffer: 0xc779dd22f6c75870,72,44
4,2951,30611,10000,buffer: 0xc69ab301ed101570,240,buffer: 0x064b979e82f02f70,12,86
4,2982,28481,10000,buffer: 0x6cf3133ad593bdb0,49,buffer: 0x5eec8fd6bc093110,100,61
4,2928,27704,10000,buffer: 0xdbff17c176390f70,59,buffer: 0x025c8e61a6477430,58,106
4,2911,28473,10000,buffer: 0xabf0fe6c75a80070,49,buffer: 0x36c1032dea1a2f70,55,12
4,3009,28214,10000,buffer: 0xf05f93500f7d52f0,94,buffer: 0x294e0cf8ff328f90,51,91
4,2994,29528,10000,buffer: 0xc0b224fae02adc70,89,buffer: 0xf04e206967edee30,105,105
4,3006,29409,10000,buffer: 0xe566dba4cb671070,126,buffer: 0xf8000f831d9dbb70,118,20
4,2944,26973,10000,buffer: 0x7dcd28930137c8f0,17,buffer: 0xbd1b3d704426fe70,39,41
4,2978,27750,10000,buffer: 0x5c09c2601f686d70,183,buffer: 0x8c890e64d69bacb0,122,127
4,2958,28985,10000,buffer: 0x9050e7e11ccc81b0,35,buffer: 0x5da342e82fce95d0,97,3
4,2927,27344,10000,buffer: 0x397f14723fcda870,139,buffer: 0x3abe7ce73adbdc30,90,91
4,2938,27331,10000,buffer: 0x3dba6bf0f19cf1f0,128,buffer: 0x356c8d8c63556e30,73,21
4,2930,30862,10000,buffer: 0x0ecea84d548bd7f0,61,buffer: 0x93b847c643911470,109,91
4,3017,28274,10000,buffer: 0x3d04ae0294c46170,143,buffer: 0x8289ccf4f9780a70,78,96
4,3007,27368,10000,buffer: 0x1dbf3d42cbd24a70,125,buffer: 0xda67a4ba0f6ddaf0,22,50
4,2939,29122,10000,buffer: 0x8fdaeb183120b370,80,buffer: 0x4eab2e4ba3d560f0,66,55
4,2940,27286,10000,buffer: 0x6d1f4bbc4d296070,241,buffer: 0x6eeb2dbf30e12070,21,119
4,2959,28370,10000,buffer: 0x89b3f56c65d8ad70,211,buffer: 0x5e16f6a1b7fdef50,98,2
4,3006,30572,10000,buffer: 0x18b989f4e58bdc70,52,buffer: 0x758c045c787a1610,79,72
4,2916,27547,10000,buffer: 0x1c9a5eb1cb88bc70,254,buffer: 0x6ebd9a98ab2d2870,88,76
4,2909,27168,10000,buffer: 0xed5e5a7debe489b0,137,buffer: 0xa400a1df8b072fb0,40,114
5,3912,45908,10000,buffer: 0x47bd90d56c6bafb9,47,buffer: 0x0c598db151f02959,89,77
5,3898,56697,10000,buffer: 0x200d204afa621179,204,buffer: 0x5727387b3d1d0879,26,29
5,3902,55534,10000,buffer: 0xc90148ad76894bb9,82,buffer: 0x8ada278817410fb9,20,2
5,3897,54152,10000,buffer: 0x4bae03877334e7b9,36,buffer: 0xa5b34fa29ed9da99,11,103
5,3892,52807,10000,buffer: 0xc085cd99c62ca2b9,145,buffer: 0xff9f41ad18a819b9,41,59
5,3937,55223,10000,buffer: 0x3dd262a8200b4539,21,buffer: 0x547db225978dfcf9,1,71
5,3899,56166,10000,buffer: 0x729c36216999dd39,6,buffer: 0xeb805f1c78e88539,89,63
5,3915,53043,10000,buffer: 0x7169fa603b422279,123,buffer: 0xd32e97921f0afcf9,114,102
5,3940,52553,10000,buffer: 0xb2f3c4c1fb90ecb9,126,buffer: 0xf2dc6fc9a4e8c459,63,69
5,3892,52996,10000,buffer: 0x23b5a4d513298439,198,buffer: 0x8e687f8132ce06f9,4,78
5,3899,58126,10000,buffer: 0xe96f094ac8cb2679,134,buffer: 0x2cc55fde72389c39,72,5
5,3899,56298,10000,buffer: 0xd827dfbf70e703b9,85,buffer: 0x0adb9b625993ebb9,85,34
5,3937,57432,10000,buffer: 0x927f7efd8ca023b9,84,buffer: 0xc699dda304988fb9,107,27
5,3897,53178,10000,buffer: 0xcb6d211a4a3297b9,124,buffer: 0xb8cb30f60e291179,125,69
5,3898,56960,10000,buffer: 0x58d198f7f0d00539,250,buffer: 0x2e7198696db5a959,22,90
5,3941,51001,10000,buffer: 0xf0761162ec4639f9,134,buffer: 0x1b00452a0a9c4fb9,54,61
5,3899,59066,10000,buffer: 0x4e70e903889df3b9,18,buffer: 0x9e4abe6b0ea12899,61,45
5,3899,51376,10000,buffer: 0x2843c30ef2a06b39,19,buffer: 0x2c3775c90f14b479,29,69
5,4850,55863,10000,buffer: 0x6321c313d06a83b9,239,buffer: 0x4e076f4d488bc719,19,34
5,4875,58043,10000,buffer: 0x52c0bd711666ebb9,206,buffer: 0x4002c3b48e082a39,38,126
5,4872,54527,10000,buffer: 0x33e58c01b8bfda39,136,buffer: 0xf0ff599e6aaa8fb9,44,25
5,4872,66020,10000,buffer: 0x677e436e4cea72f9,227,buffer: 0x55e67956d94a35b9,39,43
5,3899,57433,10000,buffer: 0xc3a9292ea2d330b9,236,buffer: 0x427b1f9f7c1fb339,9,49
5,4871,56093,10000,buffer: 0x4a5df2a9ffb55df9,177,buffer: 0xe36262a63677df79,105,71
5,4872,57370,10000,buffer: 0xc234a2015701af39,20,buffer: 0xac2b03c454d12bb9,85,41
5,3897,52936,10000,buffer: 0x61eaab9b61df8039,37,buffer: 0x20bc5789d4ff4539,47,104
5,3898,57867,10000,buffer: 0x774a1fa06862e7b9,109,buffer: 0x9a6c9b4856e4b199,19,122
5,4870,55268,10000,buffer: 0x20fcc28a8cd1c5b9,192,buffer: 0x7b441fda61698e39,112,88
5,4873,59510,10000,buffer: 0xb111617c32426739,27,buffer: 0x9614dcdb8a7d47b9,113,120
5,4144,56355,10000,buffer: 0x8f7673ca32a54f39,207,buffer: 0x9399d17e532339f9,102,121
5,4870,57969,10000,buffer: 0xd603b16ab97e4fb9,171,buffer: 0x6e51581ec4e787b9,120,105
5,3898,58705,10000,buffer: 0x49d47bf1db3475b9,5,buffer: 0x9bf85ac6dfbaacb9,26,115
5,4872,55191,10000,buffer: 0x3a7b7af507182bb9,150,buffer: 0xcbccb0dfef0dd1b9,119,22
5,3898,58537,10000,buffer: 0xf06f5be28ac40739,107,buffer: 0x7e82155b445ca3b9,1,83
5,3899,53315,10000,buffer: 0x5b68bf7ccdba07b9,99,buffer: 0x5082f0b2bc3432b9,106,2
5,3897,52272,10000,buffer: 0x0ea508012c42b339,229,buffer: 0xc3de8443cc2c5079,22,77
5,3898,53377,10000,buffer: 0x72121aaf76af3479,180,buffer: 0x1f390280a62a2e79,107,118
5,3900,54641,10000,buffer: 0x4b936ae8b1bce179,225,buffer: 0x87a63ae71f96a039,30,121
5,3895,52076,10000,buffer: 0xf54dfbe783dc63b9,114,buffer: 0xc9c9e766e5af8db9,101,77
5,3898,54915,10000,buffer: 0xc01e348e040568f9,220,buffer: 0x6e5ed6012b503479,107,117
5,3937,54709,10000,buffer: 0x53695b30b47b22b9,88,buffer: 0xd1f17a6bc3d2b5b9,27,91
5,3936,52556,10000,buffer: 0xa8f75a216aadadb9,35,buffer: 0xf5a633074b620d19,0,54
5,3898,52085,10000,buffer: 0x5a7fdd3e81f52cb9,121,buffer: 0x3636a04be1db79f9,41,23
5,3897,52538,10000,buffer: 0x581c0b9356bb4939,188,buffer: 0xb75a9cf22f1bd639,107,123
5,3896,58126,10000,buffer: 0xd391ad0f659548b9,62,buffer: 0xb4ceddf0b8b30ff9,81,126
5,3899,53149,10000,buffer: 0xb1e40c64b80adef9,255,buffer: 0x630821be97d00b39,119,80
5,3937,57837,10000,buffer: 0x4c553780c002ffb9,26,buffer: 0x116fe7c8327148b9,122,49
5,3896,57469,10000,buffer: 0xe0339d328c3965b9,92,buffer: 0xcf4a1941cf329639,17,43
5,3896,57373,10000,buffer: 0x11cc61ccd2d82f79,180,buffer: 0xc3a8453a3fcc08d9,17,99
5,3897,58533,10000,buffer: 0x837a58b26470d8b9,138,buffer: 0x1187ab45b91b0539,98,65
5,3914,55264,10000,buffer: 0x872c954bdc1ff039,206,buffer: 0x6fe3e603d07ddad9,71,53
5,3900,56649,10000,buffer: 0xdaa2bdf5357c46b9,23,buffer: 0xb695123560cc23b9,95,47
5,3898,59730,10000,buffer: 0x36b3d64f94cd43b9,135,buffer: 0x9ce5aab43e9401d9,27,114
5,3908,51448,10000,buffer: 0xf4c0c3479ac664f9,82,buffer: 0x9af145117ebfbfb9,35,110
5,3896,57727,10000,buffer: 0x30f6404fa76a5439,68,buffer: 0x62a7f4eb085bd139,76,105
5,3899,52258,10000,buffer: 0xeb97d84fe84daab9,58,buffer: 0xc7c221f3040d39f9,61,3
5,3896,50861,10000,buffer: 0xc1629941cb12a7f9,19,buffer: 0x96b5cdb32aa82cb9,58,62
5,3899,51891,10000,buffer: 0x221e3188b9b6daf9,101,buffer: 0x3245385fd11786b9,80,50
5,3896,52359,10000,buffer: 0x80ba1351ba1f8ab9,129,buffer: 0x0612072879e8cc39,107,0
5,3977,50862,10000,buffer: 0x717e6ea25330e139,53,buffer: 0x57ac6c3346de0b39,85,20
5,3899,54238,10000,buffer: 0xe38536226a970df9,194,buffer: 0x358de7eecd6ecb39,43,64
5,3897,57300,10000,buffer: 0xa45fd067f9f2e639,155,buffer: 0x62212b4a8fee4f79,57,50
5,3902,56924,10000,buffer: 0x11bf37d3db2c66b9,149,buffer: 0x3daaad9a1e1d9779,3,103
5,3896,57672,10000,buffer: 0x6434a43867212879,50,buffer: 0x383ce24eb1d7cb39,77,88
5,3936,57822,10000,buffer: 0x62f9d3e3cb743e39,236,buffer: 0x57fa230de3b0e9b9,10,19
5,3896,56011,10000,buffer: 0x3f89d3a1ddd393b9,188,buffer: 0x4e1f0df61e3969b9,8,52
5,3897,53865,10000,buffer: 0x5e5e0092b2d18ab9,62,buffer: 0x1012c8d666f97af9,113,81
5,3897,53545,10000,buffer: 0xdea518cd9cc0c939,244,buffer: 0x62a2aea036f246d9,93,124
5,4320,57941,10000,buffer: 0xd60ba6e5034818b9,56,buffer: 0xb3be3eff58810579,80,94
5,3898,52444,10000,buffer: 0x86c0034042e7dd39,58,buffer: 0x8b72c0827bd99839,98,78
5,3895,57895,10000,buffer: 0xdb44018de17e6079,58,buffer: 0x2db76dabd514c719,103,98
5,4873,55854,10000,buffer: 0xfcd0b81070669cf9,16,buffer: 0xd8716f7babc311b9,27,21
5,4872,54263,10000,buffer: 0x65b331a114f7e0b9,78,buffer: 0x094a880ffcf04599,89,35
5,3900,60957,10000,buffer: 0xd4206a9a0fd19bb9,79,buffer: 0x3d265b16c1a3bab9,57,109
5,4873,58373,10000,buffer: 0x14e85e06124ddc39,64,buffer: 0x08fc8d0940d85bb9,2,96
5,4871,65045,10000,buffer: 0x06599279fb521379,110,buffer: 0xc6e5dd5f92e1fa39,58,16
5,4877,73535,10000,buffer: 0xe9adca118a309839,213,buffer: 0x9770cd8e08f54b59,16,0
5,3892,56263,10000,buffer: 0xb497ae5cc5a7b7b9,212,buffer: 0x65c01b05a565e739,3,35
5,3940,56862,10000,buffer: 0x424e7f7c990af6b9,61,buffer: 0x9399140d54847cb9,68,56
5,3898,51878,10000,buffer: 0xec10bc910464f9f9,59,buffer: 0x25cbf83c8ccc1bf9,88,56
5,3907,55333,10000,buffer: 0xa6e4ead84839f9b9,109,buffer: 0xf9f36f7ae00145b9,52,35
5,3897,57112,10000,buffer: 0xe18f6e1bec3358b9,80,buffer: 0x58980de10eef4a19,118,112
5,3924,55846,10000,buffer: 0x5d0ee9d3fb14d3b9,1,buffer: 0x2361663dc6ba1d99,110,38
5,3898,55968,10000,buffer: 0xeac41d3810d76fb9,112,buffer: 0xbf98ceab73b86c19,20,57
5,3899,57910,10000,buffer: 0x0292112d2b84ccb9,56,buffer: 0xac4f5f539a86ad79,6,121
5,3895,51841,10000,buffer: 0xf6a81228c9456fb9,34,buffer: 0xbb1a75848566def9,122,29
5,3895,50309,10000,buffer: 0x6105e98ee805cfb9,204,buffer: 0xe74588e8ac52c579,108,62
5,3899,55003,10000,buffer: 0x8fd247a907c911f9,109,buffer: 0x3b28f524fd809df9,7,47
5,3938,57677,10000,buffer: 0xb4086ec421917939,171,buffer: 0xc29610ff0c1f0239,49,52
5,3891,52073,10000,buffer: 0xedc03972fb4fe7b9,182,buffer: 0x60572a1e9eca8579,15,78
5,3895,54238,10000,buffer: 0x1c467a55a7a33df9,165,buffer: 0x7cad9d99a8ebbcb9,17,44
5,3898,52549,10000,buffer: 0xb1c974860f190e39,240,buffer: 0xef3646fc9cfb3e59,90,109
5,3898,56115,10000,buffer: 0x7d120303bc009ab9,147,buffer: 0xf8b5c4b58d3c2839,14,36
5,3900,57526,10000,buffer: 0xc383132938acf1b9,216,buffer: 0x84ff94afb2bd2a79,62,123
5,3898,60274,10000,buffer: 0xccbed9242b7bdeb9,124,buffer: 0x16caf62baf4277b9,67,108
5,3899,55408,10000,buffer: 0xdd02040ad64f1a39,248,buffer: 0x41c3284c24d7cdd9,25,51
5,3894,52698,10000,buffer: 0xae8b1536cc6d02b9,146,buffer: 0x81006e7f810175b9,64,37
5,3895,52722,10000,buffer: 0x37aea3035971c239,190,buffer: 0x2eec3d2643a7ed39,118,90
5,3896,57298,10000,buffer: 0xc472aa16f78498b9,246,buffer: 0x88f7cd3e80faf7b9,15,75
5,3897,52348,10000,buffer: 0xfbdc8421b9613739,0,buffer: 0x9702061dea159a59,10,98
6,3038,27517,10000,buffer: 0xada5d7ceb368a1cd,62,buffer: 0x950cbb542a9ec74d,49,98
6,3053,30827,10000,buffer: 0x22810c5b05b7318d,56,buffer: 0xc0ffbeaa0da82aad,20,102
6,3016,27579,10000,buffer: 0x601e21f65e22ad8d,117,buffer: 0x097859574b21eaad,3,20
6,3062,28776,10000,buffer: 0x3ea4c1daa505998d,37,buffer: 0x7292565a5def820d,60,127
6,3015,27204,10000,buffer: 0xc46f6bf4205aca8d,31,buffer: 0xf0957d23b574d90d,83,1
6,3126,28219,10000,buffer: 0x6024ccd559b9e14d,140,buffer: 0x38c78b25f9164f8d,17,87
6,3103,27680,10000,buffer: 0xcf2a87940342c08d,176,buffer: 0xf41a441400e88bcd,126,1
6,3105,32040,10000,buffer: 0x8f8f6ad25ff9b00d,26,buffer: 0xd9cc205b92ac874d,125,83
6,3066,27558,10000,buffer: 0x423176c63564fb8d,120,buffer: 0x196785dc5f6c80cd,126,2
6,3052,28937,10000,buffer: 0x0aff61969940308d,120,buffer: 0x0c6bfee3d4e5d98d,7,108
6,3009,28998,10000,buffer: 0x6620f6751d6b4b8d,24,buffer: 0xe6551f0435884b0d,77,68
6,3027,28365,10000,buffer: 0x8d5e52fc5d1f65cd,52,buffer: 0x130e055db03a6b8d,35,125
6,3063,27032,10000,buffer: 0xbebaff3864d7b38d,185,buffer: 0x25b3c9979450858d,47,60
