elapsed.ps,repeats.n,param.a.vector2
43856,100000,1.42117607e+38; 1.57855905e+38
44138,100000,1.54789854e+38; 8.40552644e+37
44060,100000,-4.63830667e+37; 2.34616083e+38
43772,100000,1.17370319e+38; -2.69236636e+38
43726,100000,8.98595323e+37; -1.05834222e+38
43707,100000,8.21342617e+37; -8.73279631e+37
48853,100000,-2.69951124e+38; -2.78383008e+38
43913,100000,-1.05084026e+38; -2.19151274e+38
44280,100000,-2.80832677e+37; -2.63663983e+38
50568,100000,-7.24186224e+37; -1.56255389e+38
46358,100000,-1.76421814e+38; 2.09993968e+38
44157,100000,-2.92879272e+38; 1.43713934e+38
44160,100000,-1.96968787e+38; -2.39019476e+38
43803,100000,-1.74954625e+38; -1.91066403e+38
43944,100000,-3.4924631e+37; -2.71492729e+38
43924,100000,-4.0560063e+37; 1.36701747e+38
45574,100000,2.76332295e+38; -2.79796829e+37
44466,100000,1.33972668e+38; -2.46166916e+38
44870,100000,-9.43593776e+37; -3.17787086e+38
44661,100000,-1.07994937e+38; 2.67818976e+37
44401,100000,-1.23612342e+38; -1.55422837e+38
45240,100000,-6.21093068e+37; 1.33162396e+38
44336,100000,-4.7153418e+37; 6.43212456e+37
44485,100000,2.14504776e+38; 3.0375537e+38
44412,100000,4.11811864e+37; -2.58621897e+38
44886,100000,-1.54995601e+37; -8.43873838e+37
47505,100000,-2.45426709e+38; -3.02848523e+37
44391,100000,2.63425664e+38; 2.98015752e+38
44355,100000,1.61554037e+38; 1.56841125e+38
43955,100000,3.22743564e+37; -1.93420076e+38
44337,100000,-7.22361466e+37; 1.8831404e+38
44453,100000,-3.16324014e+38; -3.2041597e+38
44012,100000,6.3130947e+37; -2.99277054e+38
44385,100000,-2.76318009e+36; 3.15291822e+38
45460,100000,-2.67272041e+38; 2.10783116e+38
43827,100000,-1.19719073e+38; -1.5575412e+38
47209,100000,-8.27871828e+37; -2.2634297e+38
45400,100000,-2.80077989e+38; -1.88659023e+38
44769,100000,-1.93326452e+38; -1.90592472e+37
44910,100000,1.24215805e+38; 6.08780327e+37
44560,100000,-9.27525544e+37; 2.19559984e+38
44830,100000,1.32215927e+38; 1.60899696e+38
