runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer
8,3966,29918,250000,1360202325
8,4321,32175,250000,3541403221
8,4202,28292,250000,1984796275
8,4097,29968,250000,2973666732
8,4140,32093,250000,1482456177
8,4116,29389,250000,4163672190
8,4055,30119,250000,16750499
8,4063,31556,250000,808553316
8,4208,30734,250000,1924228456
8,4076,33075,250000,2630197484
8,3980,38199,250000,74285866
8,4031,28133,250000,699676948
8,4784,29616,250000,1264955270
8,4002,31497,250000,3147359189
8,5588,32342,250000,1861012438
8,4167,31155,250000,224182290
8,3937,32016,250000,57302410
8,3961,37858,250000,1621150107
8,3975,37695,250000,1043454799
8,5229,32658,250000,3734183797
8,3926,31293,250000,1950330453
8,4055,36904,250000,3444752801
8,3987,37521,250000,3158885988
8,4008,31353,250000,485022247
8,4356,28446,250000,1532994831
8,4107,28732,250000,3018209467
8,3970,29195,250000,592410720
8,4165,30667,250000,2391471249
8,3945,30451,250000,3317459355
8,4058,28993,250000,2699861285
8,4018,29580,250000,2578158182
8,4923,28849,250000,4113412200
8,4185,28749,250000,1425842270
8,4127,32275,250000,3678893252
8,4089,32029,250000,2419928941
8,5704,38883,250000,2333373865
8,4129,31869,250000,879940987
8,3991,36464,250000,3201733573
8,5789,30116,250000,2213655873
8,4045,30238,250000,1955388446
8,3995,30200,250000,2816970062
8,5334,32185,250000,3126480741
8,4161,31249,250000,607688629
8,4725,29027,250000,2977208045
8,4043,29671,250000,3012212829
8,3991,30763,250000,575359203
8,4015,29450,250000,3468320478
8,4021,33682,250000,3815076016
8,3991,31765,250000,2668058
8,4036,29976,250000,4155142131
8,4115,33521,250000,4107021298
8,4285,29311,250000,2261348461
8,5315,34584,250000,2080876760
8,4197,30584,250000,1181982649
8,4022,31495,250000,487410400
8,4021,35075,250000,1050490335
8,4481,34650,250000,4243710715
8,5883,31794,250000,651689987
8,4142,31780,250000,1792948476
8,3933,28153,250000,2715323462
8,4150,33263,250000,1366367625
8,4478,31578,250000,1003604592
8,4028,32365,250000,3843749836
8,4283,30402,250000,3328581631
8,4181,32982,250000,226446410
8,4112,35486,250000,684370919
8,4349,32564,250000,1388305603
8,4139,33938,250000,2095502948
8,4349,33256,250000,3767323963
8,5319,36237,250000,281476054
8,4124,31880,250000,3487358746
8,4229,30015,250000,3374192714
8,4449,34054,250000,2536603057
8,4158,32969,250000,1782295498
8,4187,31722,250000,587973455
8,4146,37298,250000,2668975504
9,3360,27423,250000,2182806672
9,3390,27383,250000,1371744737
9,3406,27262,250000,164378323
9,3335,27355,250000,2732467424
9,3550,27276,250000,1081138201
9,3409,27369,250000,3289549976
9,3467,27404,250000,660780774
9,3410,27154,250000,1012947165
9,3510,27517,250000,4291280527
9,3360,27447,250000,3461544086
9,3394,27120,250000,3434176283
9,3435,27249,250000,1226352024
9,3360,27165,250000,1697521686
9,3455,27140,250000,2488787764
9,3414,26910,250000,4223718716
9,3411,27157,250000,2007816717
9,3462,27347,250000,1284932942
9,3437,29036,250000,1017784043
9,3379,27326,250000,4275954637
9,3394,27338,250000,618174337
9,3413,27211,250000,2558580203
9,3420,27265,250000,2241699364
9,4019,27065,250000,166377310
9,3629,27360,250000,348666319
9,3351,27353,250000,3734447859
9,3422,27212,250000,392217563
9,3458,27801,250000,855880969
9,3341,27480,250000,1980004961
9,3426,27246,250000,3932783567
9,3631,27182,250000,1952474636
9,3447,27069,250000,873627875
9,3382,27014,250000,2117489890
9,3403,27033,250000,3374217942
9,3462,26985,250000,2628621013
9,3449,26871,250000,1319570491
9,3581,27956,250000,1011046734
9,3400,27957,250000,3189657873
9,3413,28793,250000,1899783240
9,3421,28126,250000,3653245845
9,3473,28171,250000,1871414681
9,3415,27320,250000,661402438
9,3425,28624,250000,1703544469
9,3415,27219,250000,1138457953
9,3462,27185,250000,4221165155
9,3482,27119,250000,2654675771
9,3361,27044,250000,2140686948
9,3435,27484,250000,3017830260
9,3577,28009,250000,3783604438
9,3414,27208,250000,909877179
9,3393,27318,250000,2626729789
9,3423,27343,250000,4184821981
9,3404,27365,250000,3582848763
9,3440,27976,250000,2320525069
9,3630,27987,250000,4030291689
9,3435,27408,250000,2533005420
9,3481,27840,250000,2129899540
9,3396,27782,250000,121495252
9,3418,27622,250000,1940342578
9,3436,28969,250000,4070176522
9,3691,28796,250000,2966648742
9,3470,28357,250000,3357137723
9,3418,28699,250000,1288414915
9,3533,28762,250000,1695189021
9,3447,28803,250000,1670435123
9,3479,28804,250000,3811975001
9,3615,28327,250000,3890503757
9,3361,28874,250000,1694497970
9,3449,28506,250000,2113265121
9,3441,28358,250000,499631903
9,3504,27587,250000,2524683659
9,3512,27515,250000,2149242974
9,3561,27477,250000,176939705
