runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.n.integer,param.disp.integer
6,3265,22703,250000,1225553111,4
6,3274,22459,250000,3790929539,19
6,3278,22488,250000,1645260971,6
6,3270,22564,250000,3866419136,23
6,3264,23261,250000,1260753066,5
6,3244,22528,250000,2580721514,13
6,3269,22597,250000,4011157333,2
6,3398,23266,250000,667264105,22
6,3244,23258,250000,3349590239,23
6,3263,23222,250000,426925940,27
6,3268,23381,250000,279244946,4
6,3245,22827,250000,4072910752,6
6,3266,23401,250000,1815711955,6
6,3265,23348,250000,1337541932,6
6,3244,22416,250000,1105228860,11
6,3265,22540,250000,2994497275,18
6,3263,23353,250000,4015186602,8
6,3245,23291,250000,2398415210,11
6,3268,23468,250000,3275349811,20
6,3363,22730,250000,3952418741,2
6,3244,22513,250000,2357661043,7
6,3264,23090,250000,1279677481,9
6,3269,23547,250000,1734113175,7
6,3246,23168,250000,1627494123,20
6,3269,22829,250000,2785661183,23
6,3365,23246,250000,1842151678,30
6,3248,23214,250000,2504037157,14
6,3272,22690,250000,3755985397,24
6,3362,23916,250000,3444311116,9
6,3247,23962,250000,3007243047,26
6,3271,23395,250000,56893752,23
6,3278,22792,250000,2208423548,26
6,3249,22796,250000,2750234477,18
6,3276,23433,250000,2921208671,6
6,3280,22624,250000,879444757,26
6,3244,22369,250000,1150950729,20
6,3269,22703,250000,2592209633,8
6,3275,22348,250000,3916548831,25
6,3244,22583,250000,3640846917,17
6,3267,23310,250000,1776240128,1
6,3267,23295,250000,174490658,10
6,3245,23205,250000,1138654380,7
6,3271,23418,250000,2219221582,2
6,3270,23211,250000,1567735183,17
7,3750,26415,250000,1378816189,23
7,3834,29945,250000,776488716,12
7,3864,33905,250000,809010971,12
7,4083,26693,250000,2147796763,13
7,3862,26617,250000,3804763193,4
7,3764,25857,250000,1603390379,8
7,3946,28128,250000,1454788934,22
7,3734,27352,250000,3737425469,16
7,3866,27147,250000,3457327529,22
7,3876,26951,250000,2289876149,8
7,3891,37160,250000,695260662,16
7,4135,27464,250000,98856153,1
7,3996,28839,250000,588846352,6
7,3723,26484,250000,3420326723,19
7,3912,27097,250000,3017459051,6
7,3792,27335,250000,385092227,29
7,3764,28162,250000,1979273257,30
7,3799,30466,250000,707904308,12
7,3740,29130,250000,3560634451,25
7,3846,27650,250000,3090475258,6
7,4264,27581,250000,1141632368,23
7,3692,27843,250000,1638851927,23
7,3676,28163,250000,1128403190,19
7,3783,27829,250000,2188264590,7
7,3841,28155,250000,541936071,15
7,3654,26489,250000,3468349336,0
