elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
64395,100000,2813735655705252,1920548168800619,119235519203855
64841,100000,3349617939837088,8426868686672913,7560594624402875
64053,100000,4985052252535830,1622484221262149,6981587435848761
65615,100000,5698567811603781,2887406678182388,6998729542052516
64939,100000,6037281121403509,6597473108228857,5408674150118420
65729,100000,874184106266368,248999775274369,6978394734544444
67695,100000,2322115295167468,5247579888829081,1713206292316439
63432,100000,5833187550559576,7623359211799690,1971631979394299
66166,100000,4464799369755964,7692580522348896,5831628447554035
64139,100000,5251471748523883,5436703843161411,3969242953129170
63188,100000,4878332253028774,7599714402441956,7273228057213632
65850,100000,7271962991427465,2282904675788143,2589852337580970
63277,100000,1001873241723903,3098316983454029,5931981119749145
67245,100000,1985819414805137,1005289624066244,5626005886332059
64255,100000,2167056910017564,2119480443353011,2583826157564787
67096,100000,2446000431033135,5403640425723648,7276127500158939
64322,100000,8726613289041024,4425491884691265,5960942538438637
64080,100000,3926320269927056,7958252556350273,3023122504998345
64151,100000,1848521115310072,3320417265062140,1729016396191218
64215,100000,1496119067396055,722613847199145,6625705554120901
64314,100000,542046849496656,2844199386677526,5268080909342806
64207,100000,1183350100665493,369733851599319,5086549163338207
64859,100000,7567542597514911,8176040497318348,1829176270448888
65761,100000,2558774599298194,7349949850054848,7734396109929569
64351,100000,7233744170709651,2504623585214411,7567275103676670
76554,100000,4627887820216918,472810898981889,1407737649676066
64069,100000,1701611918954399,8488037576710457,4718689665553806
74651,100000,926875996245825,2658806045035774,5499733067981024
63847,100000,4430420682300608,6179915623282601,4651005632435785
64130,100000,2616661449119321,3578227611786393,4587268543674867
63823,100000,4109935825947001,66886205500405,8286346946792901
63697,100000,5753628790654314,714234290833071,7403611463761893
63570,100000,1832014205513564,1254438833089888,7074766251094591
63358,100000,2987257993821438,148891021231147,7338192747462154
63291,100000,3559094744912151,8790330289277752,1759161772082728
69028,100000,3579592110832836,5705255290739616,1204095289918649
65445,100000,219392086015159,8926050854432539,1899350258594495
65516,100000,5579712748676197,6662877272837567,5765472905825666
64702,100000,8261415552750406,6711866312126950,5229133925377959
63756,100000,783084803606132,6870093734036365,6791980422206657
65746,100000,8354327551992610,8775741372703551,2534920597695599
65435,100000,2135672157848189,2178774370221786,847393602913247
64105,100000,3679429691905037,4176107997071161,1871380766000054
63897,100000,4637890807855964,4516683434279430,4393080744663676
63239,100000,4885689396027473,6392195577475132,2455194702707377
64224,100000,6194583067024731,512044118854475,6680758719865996
63679,100000,1650588122403429,3701041564340694,8734137957968475
64142,100000,4570618312022975,4155527119321723,7340472781819025
64432,100000,7293618579266707,108094065611928,4431724912449876
63832,100000,4496054751352226,8878450211206649,8465071959519565
64148,100000,8947137812967479,7389669730149727,5328492557436658
63816,100000,5646035226016518,8751895720198763,5792754757304424
63902,100000,5607619570428690,1049167412786469,4125435180626660
63550,100000,7366722450904173,222096158187250,2902843577228980
63893,100000,331192062923622,8802152767073007,1090321744584586
72072,100000,1097743473983391,6077292251460660,6142053562895956
63881,100000,4509676592379606,5839260634343476,2905054441508440
74661,100000,438702288975417,2531973976748549,2627378893974662
63837,100000,1027623562510269,1219723877908914,2942999724769381
72949,100000,4807856189973630,7366896034844689,4494616466778630
66003,100000,8734624451979049,5572886346311915,6872803800556300
68492,100000,326447494878283,4016646093072965,4906596518726661
