elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
20704,100000,7800475308285814,1962425736329439,1451389949076713
21077,100000,3640315114098924,8796989613474852,6707009830047324
24064,100000,1634388363951015,4984207890065263,4586970800872213
21062,100000,2816868494580429,7137407685577725,2182031143247312
20784,100000,376516190467876,7224226676244846,7762378232458696
21159,100000,3504796522960901,7891381150400912,4493191192447210
20815,100000,7361178352574955,4305667714658975,3546656653905446
21112,100000,3609839245765412,6877836459279732,5092397151418271
20765,100000,6338807563923675,1908427322817062,7246165361667158
20898,100000,3958811532979137,8969066935903857,3028838939910414
21073,100000,2407297542727960,6437813313830742,7643796381797189
20740,100000,1313020414152774,7958892782072721,698572485315549
23617,100000,3115110580626748,3063003681708097,2466983044126804
21749,100000,7109993597909623,4342004977326729,4079611391657117
20633,100000,5900812635578793,8313950362307311,1417025092262205
20845,100000,5679552228046389,100918566112374,7489992662719051
21051,100000,6451079261811921,2464938457070311,7143378399559857
21084,100000,84783734476455,8606319108598013,8550149874058529
20825,100000,880936881889838,1531992355551757,4895416015003073
21055,100000,530118725986776,8279523364274478,8112644368177738
20938,100000,8853341303822044,4047830340821245,4725111083751923
20478,100000,4239770275645800,8269912132858668,2102560477627227
23741,100000,2846344222989813,5633376907713005,5610056545045069
21044,100000,332047584003138,433475519858857,7633229181853466
20699,100000,2057872920360849,669265789756081,695260287749525
20851,100000,8969569983549696,834949826438679,2327164546661550
20847,100000,1432349304916739,6147076108782923,2705549199712397
21007,100000,3998498981194788,1960960481207340,2670736081712123
21078,100000,5707601093458435,2639662767258793,968628420139888
20824,100000,934810874638829,8997301926167750,2858311554778877
21056,100000,2360304334273551,5706092371432537,3822952164059320
20772,100000,6295779034763690,2107152415523922,5008550277952981
24115,100000,7064099108100290,642966992373028,4360726920926869
20715,100000,1136124377295563,8749132657045228,1184782329074279
20780,100000,7193266139166673,1527852183152752,8291826109130389
20826,100000,3271808037361140,3469642555417442,8742689157872698
20682,100000,7837378943556712,6242247428194921,2473503270031926
20836,100000,6662263366785330,1121990454098497,4399377821210842
20635,100000,2484096153147777,1809749781429082,1119285657390726
20730,100000,7488516603410007,4678385913828331,2726027055734100
20725,100000,3013081755954157,6883022576262077,5406543198845750
20848,100000,5796852107625882,689587562127850,7321860696186180
24403,100000,5636739199288952,2365987832301536,964474680357415
21085,100000,716009479616262,8313905856376285,5159037529039940
20682,100000,7408827769539683,6528842725427130,2644108861819801
20541,100000,3118979627481255,6326984058929924,6299372265089991
20829,100000,4012931060364179,8459538915143498,8247934402911421
20531,100000,5797256498305228,8625644888341148,3550732805937957
20754,100000,4869229911961053,3585545035581420,6058960444553554
20827,100000,4918638859594073,8236756949663370,1941185545652981
20983,100000,3464677836016850,1577901471726318,837456921343950
21035,100000,6333278501447537,2658683939579700,2555933916576403
24102,100000,2310632088463215,8380731127952044,7740523139603163
20930,100000,8880911454541642,8070758167695563,7644313338745839
20875,100000,3061580870572310,3701435246806941,6414589752278901
20826,100000,5979781115255916,4224317480661843,4371102632498105
20707,100000,3460101855394978,452535363009227,7384944602786725
20662,100000,5797521157364898,6015250799030584,3460414491882802
20783,100000,1316751844949045,1081463765809538,5989604977170523
20562,100000,2814780604208888,7909878931556590,7860688016578469
20842,100000,4249242561910059,2170240046532522,6051529810447410
20865,100000,6561706354759901,7448603241311465,2647360177956782
24241,100000,6135582877010322,555777901475418,2408724309972698
21210,100000,4795729159620648,5403548155067835,7145942365405084
20911,100000,1155148588631302,8065154994831701,3714504619055102
20937,100000,6746840560802550,5557890910814844,7971465811110137
27833,100000,3079073547928962,1582692036998645,440715001135709
