runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.b.buffer,param.offset.integer,param.count.integer
39,3663,74182,10000,Buffer[712],2281,17
39,3442,57597,10000,Buffer[588],354,17
39,3773,67095,10000,Buffer[776],1611,22
39,3772,59243,10000,Buffer[565],1357,9
39,3492,55321,10000,Buffer[686],1872,22
39,4694,53326,10000,Buffer[620],3919,26
39,3853,72239,10000,Buffer[705],2372,16
39,3748,70071,10000,Buffer[577],1059,11
39,3648,70260,10000,Buffer[685],1752,14
39,3781,77094,10000,Buffer[1021],3386,21
39,3507,54341,10000,Buffer[976],2106,9
39,3574,59713,10000,Buffer[634],190,30
39,3586,54908,10000,Buffer[862],3395,19
39,3546,56401,10000,Buffer[779],2919,10
39,4399,55200,10000,Buffer[705],4092,19
39,3571,60237,10000,Buffer[901],142,18
39,3584,53541,10000,Buffer[606],1425,18
39,3572,55442,10000,Buffer[701],695,22
39,3581,54447,10000,Buffer[847],3085,31
39,3469,52166,10000,Buffer[931],788,27
39,7136,64080,10000,Buffer[603],3571,23
39,3772,75921,10000,Buffer[827],1512,27
39,3584,56450,10000,Buffer[655],2450,17
39,3623,56541,10000,Buffer[808],1349,32
39,3576,56386,10000,Buffer[549],4065,3
39,3467,54887,10000,Buffer[974],652,1
39,3747,53158,10000,Buffer[1015],1610,23
39,3634,61148,10000,Buffer[790],2541,12
39,3615,55179,10000,Buffer[681],1438,11
39,4415,56417,10000,Buffer[853],257,19
39,3452,53187,10000,Buffer[735],3264,13
39,3573,53001,10000,Buffer[647],3660,17
39,6037,52655,10000,Buffer[720],2280,5
39,3487,56633,10000,Buffer[612],1694,22
39,3509,56883,10000,Buffer[814],3047,14
39,3769,76541,10000,Buffer[796],2826,13
39,3986,68447,10000,Buffer[787],17,16
39,3805,71792,10000,Buffer[829],573,10
39,3574,62283,10000,Buffer[682],1801,15
39,3486,54581,10000,Buffer[528],3017,6
39,4056,53830,10000,Buffer[902],774,6
39,6203,75262,10000,Buffer[888],1522,15
39,3762,69737,10000,Buffer[572],638,28
39,3466,52835,10000,Buffer[641],3934,2
39,4672,70770,10000,Buffer[860],2475,27
39,3677,80085,10000,Buffer[681],827,11
39,3603,51364,10000,Buffer[799],278,2
39,3718,74148,10000,Buffer[677],3695,6
39,3633,71426,10000,Buffer[603],1769,24
39,3467,55814,10000,Buffer[769],322,32
39,3593,54758,10000,Buffer[663],3548,7
40,3544,57541,10000,Buffer[753],3454,19
40,3581,46973,10000,Buffer[976],142,1
40,3623,40792,10000,Buffer[568],981,30
40,3442,46868,10000,Buffer[925],644,29
40,3490,37830,10000,Buffer[967],1676,25
40,3555,53819,10000,Buffer[793],2432,4
40,3512,41905,10000,Buffer[649],2967,5
40,3519,39990,10000,Buffer[571],3107,8
40,3437,37118,10000,Buffer[721],2146,32
40,3462,37719,10000,Buffer[774],3630,6
40,3482,48071,10000,Buffer[700],1904,27
40,3437,37033,10000,Buffer[719],659,20
40,3480,41136,10000,Buffer[1019],3032,14
40,3564,51985,10000,Buffer[804],2976,7
40,3513,39409,10000,Buffer[639],700,21
40,3441,43473,10000,Buffer[781],1573,25
40,3490,39343,10000,Buffer[619],475,17
40,3531,47621,10000,Buffer[517],3992,9
40,3441,54790,10000,Buffer[537],2907,23
40,3489,37255,10000,Buffer[714],3705,19
40,3496,40124,10000,Buffer[977],815,28
40,3533,43153,10000,Buffer[629],1320,31
40,3519,54843,10000,Buffer[608],3942,29
40,3533,56052,10000,Buffer[921],862,5
40,3565,59584,10000,Buffer[803],450,2
40,3521,50705,10000,Buffer[1007],311,17
40,3758,54066,10000,Buffer[836],2020,19
40,3444,38572,10000,Buffer[610],1055,14
40,3461,49166,10000,Buffer[653],1776,13
40,3463,49072,10000,Buffer[781],2799,11
40,3711,55727,10000,Buffer[971],1507,8
40,3481,53711,10000,Buffer[561],383,4
40,3514,37363,10000,Buffer[966],1809,25
40,3469,46985,10000,Buffer[699],1916,24
40,3405,36434,10000,Buffer[606],2756,28
40,3484,49924,10000,Buffer[836],2768,25
40,3464,40880,10000,Buffer[622],520,6
40,3435,37896,10000,Buffer[848],1562,11
40,3471,39455,10000,Buffer[874],3825,11
40,3561,38240,10000,Buffer[832],1148,14
40,3467,38655,10000,Buffer[513],1391,15
40,3593,44710,10000,Buffer[757],619,2
40,3486,43117,10000,Buffer[724],1350,18
40,3517,37689,10000,Buffer[746],646,5
40,3447,37839,10000,Buffer[738],3515,13
40,3509,38684,10000,Buffer[1022],1922,31
40,3418,37546,10000,Buffer[538],3672,21
40,3468,37278,10000,Buffer[674],2193,8
40,3561,52819,10000,Buffer[718],2472,9
40,3549,38832,10000,Buffer[612],1203,17
40,3616,50551,10000,Buffer[994],2147,32
40,3603,39294,10000,Buffer[905],747,31
40,4273,54029,10000,Buffer[732],203,12
40,3561,48322,10000,Buffer[712],3960,26
40,3578,42447,10000,Buffer[571],1814,26
40,3587,40024,10000,Buffer[831],2749,18
40,3568,51440,10000,Buffer[755],377,14
40,3521,39783,10000,Buffer[1006],834,23
40,3560,48724,10000,Buffer[752],1558,24
40,3531,46273,10000,Buffer[520],140,18
40,3550,42170,10000,Buffer[594],2004,15
40,3539,45972,10000,Buffer[909],471,12
40,3481,37049,10000,Buffer[611],3109,20
40,3545,42701,10000,Buffer[733],1492,15
40,3392,38817,10000,Buffer[995],3322,7
40,3435,51387,10000,Buffer[640],3183,7
40,3450,42826,10000,Buffer[681],3581,7
40,3431,37141,10000,Buffer[884],3637,20
40,3489,39363,10000,Buffer[614],2889,30
40,3668,42862,10000,Buffer[858],1793,13
40,3464,53068,10000,Buffer[932],124,18
40,3445,38914,10000,Buffer[925],3727,31
40,3427,38944,10000,Buffer[581],1201,25
40,3491,38183,10000,Buffer[869],3182,11
40,3446,38195,10000,Buffer[1023],1705,10
40,3506,56941,10000,Buffer[706],3240,1
40,3337,38629,10000,Buffer[926],543,16
40,3459,38982,10000,Buffer[890],2214,24
40,3461,37750,10000,Buffer[885],4067,17
40,5790,42902,10000,Buffer[717],1847,11
40,3502,40812,10000,Buffer[932],1589,26
40,3534,56999,10000,Buffer[883],1547,2
40,3437,39639,10000,Buffer[576],1405,9
40,3486,37445,10000,Buffer[803],2287,1
40,3437,38447,10000,Buffer[663],2900,1
40,3414,37469,10000,Buffer[840],3647,16
40,3432,48593,10000,Buffer[923],620,1
40,3483,60398,10000,Buffer[828],809,27
40,3363,37309,10000,Buffer[529],575,25
40,3375,36666,10000,Buffer[792],3271,31
40,3775,37844,10000,Buffer[928],70,31
40,3420,39197,10000,Buffer[970],2602,30
40,3415,36968,10000,Buffer[579],1682,30
40,3410,44504,10000,Buffer[878],2180,29
40,3444,35686,10000,Buffer[988],195,5
40,3435,37360,10000,Buffer[516],3767,23
40,3471,43838,10000,Buffer[523],949,16
40,3446,36439,10000,Buffer[727],3981,23
40,3434,36526,10000,Buffer[1008],150,28
40,3508,40567,10000,Buffer[674],110,13
41,3898,52098,10000,Buffer[734],4085,26
41,4870,64889,10000,Buffer[846],43,1
41,3915,58707,10000,Buffer[845],3461,28
41,3903,55173,10000,Buffer[833],1322,10
41,3902,54031,10000,Buffer[604],2683,30
41,3954,55213,10000,Buffer[694],2506,8
41,4874,66070,10000,Buffer[782],608,9
41,4895,68738,10000,Buffer[746],102,14
41,3903,55678,10000,Buffer[896],1597,4
41,3911,54845,10000,Buffer[1013],1573,26
41,3908,56202,10000,Buffer[857],1003,4
41,3910,54415,10000,Buffer[741],1612,30
41,3913,57574,10000,Buffer[686],3329,15
41,3910,60811,10000,Buffer[654],3710,2
41,4871,62145,10000,Buffer[948],3951,6
41,4072,55064,10000,Buffer[716],40,29
41,3902,61131,10000,Buffer[568],541,14
41,3909,58801,10000,Buffer[985],3640,4
41,3911,58092,10000,Buffer[541],2822,16
41,3977,55536,10000,Buffer[679],1658,29
41,3971,56099,10000,Buffer[707],3945,12
41,3900,62061,10000,Buffer[783],2337,14
41,3903,60493,10000,Buffer[516],1286,23
41,3901,62512,10000,Buffer[946],1584,25
41,3902,56266,10000,Buffer[900],2974,7
41,3899,61370,10000,Buffer[588],1464,1
41,4875,63216,10000,Buffer[979],3254,16
41,4872,59761,10000,Buffer[603],3820,9
41,4874,63365,10000,Buffer[523],1261,7
41,3902,54101,10000,Buffer[547],3754,2
41,3917,56420,10000,Buffer[776],411,29
41,3900,55174,10000,Buffer[969],3329,28
41,3902,60910,10000,Buffer[986],1513,19
41,4875,61700,10000,Buffer[976],3394,8
41,3901,55029,10000,Buffer[768],1440,17
41,3952,54630,10000,Buffer[676],2527,26
41,3990,57569,10000,Buffer[825],1803,8
41,3903,54387,10000,Buffer[590],509,8
41,3901,54343,10000,Buffer[557],540,20
41,4961,68110,10000,Buffer[687],1024,29
41,3897,56413,10000,Buffer[802],2520,6
41,4873,64310,10000,Buffer[574],1627,11
41,3926,56367,10000,Buffer[593],1959,8
41,3898,54414,10000,Buffer[776],2430,6
41,3934,54270,10000,Buffer[554],823,24
41,3899,55496,10000,Buffer[942],2992,23
41,4874,58458,10000,Buffer[951],1197,14
41,3902,55043,10000,Buffer[775],2304,6
41,3899,57105,10000,Buffer[715],2628,20
41,3899,61339,10000,Buffer[529],1368,31
41,3911,54214,10000,Buffer[653],583,24
41,3899,55230,10000,Buffer[1022],2794,4
41,3904,55492,10000,Buffer[788],3392,15
41,5139,54957,10000,Buffer[946],3754,32
41,3939,59609,10000,Buffer[845],1612,4
41,3903,54375,10000,Buffer[766],2138,18
41,4426,54509,10000,Buffer[527],4042,12
41,4365,61574,10000,Buffer[680],846,10
41,3902,55331,10000,Buffer[528],288,16
41,3904,54320,10000,Buffer[658],1126,23
41,3905,56118,10000,Buffer[814],1498,31
41,3914,61190,10000,Buffer[961],3765,9
41,4921,60051,10000,Buffer[741],1335,6
41,3901,55170,10000,Buffer[531],3006,32
41,4882,61623,10000,Buffer[561],2573,20
41,3911,54442,10000,Buffer[555],3791,9
41,3911,57422,10000,Buffer[964],1209,12
41,4701,62935,10000,Buffer[554],273,21
41,4538,54167,10000,Buffer[956],583,22
41,3928,54981,10000,Buffer[914],2836,28
41,3911,54437,10000,Buffer[991],1623,8
41,4412,56022,10000,Buffer[886],502,28
41,4871,63465,10000,Buffer[568],975,30
41,3901,60423,10000,Buffer[712],3089,26
41,4513,64361,10000,Buffer[528],1784,1
41,3902,62090,10000,Buffer[647],2077,14
41,3897,57852,10000,Buffer[794],1838,8
41,4717,51078,10000,Buffer[556],1082,5
41,3929,62206,10000,Buffer[587],2110,31
41,3899,60389,10000,Buffer[977],3609,26
41,5057,61079,10000,Buffer[808],3278,11
41,3920,61268,10000,Buffer[843],2293,31
41,3953,52794,10000,Buffer[871],1740,28
41,5233,54942,10000,Buffer[676],243,20
41,3913,63374,10000,Buffer[557],341,19
41,3911,56269,10000,Buffer[581],345,11
41,4760,60691,10000,Buffer[757],3325,8
41,3909,58435,10000,Buffer[573],3130,22
41,3901,61837,10000,Buffer[959],2272,18
41,3911,61775,10000,Buffer[549],2862,31
41,3900,62669,10000,Buffer[820],2427,27
41,3911,58259,10000,Buffer[905],3678,14
41,4790,55579,10000,Buffer[552],1494,8
41,4873,64087,10000,Buffer[1010],3914,3
41,3901,62572,10000,Buffer[699],1705,20
41,5099,63662,10000,Buffer[946],3010,7
41,3901,56695,10000,Buffer[637],2784,12
41,3901,54492,10000,Buffer[705],3810,6
41,4547,55696,10000,Buffer[831],2391,15
41,3936,55428,10000,Buffer[888],2512,18
42,3898,45968,10000,Buffer[971],860,30
42,4458,50235,10000,Buffer[760],2427,32
42,4873,55827,10000,Buffer[573],2590,25
42,3895,54806,10000,Buffer[722],2678,25
42,4425,45594,10000,Buffer[976],2866,1
42,3959,51860,10000,Buffer[836],1218,15
42,3902,52389,10000,Buffer[782],1194,28
42,5551,58831,10000,Buffer[978],429,7
42,4874,61656,10000,Buffer[677],2676,26
42,4871,62616,10000,Buffer[882],2944,6
42,5478,57391,10000,Buffer[1004],3566,30
42,4862,59824,10000,Buffer[519],2007,26
42,3902,45635,10000,Buffer[694],1609,18
42,5516,57094,10000,Buffer[677],3145,20
42,3891,49381,10000,Buffer[604],1982,26
42,4865,57176,10000,Buffer[979],1273,22
42,5841,60854,10000,Buffer[613],2049,31
42,4859,64208,10000,Buffer[636],4075,6
42,3890,48425,10000,Buffer[801],3142,20
42,5760,56064,10000,Buffer[587],2175,21
42,4870,58281,10000,Buffer[761],1797,31
42,4872,58868,10000,Buffer[666],2484,32
42,4427,44994,10000,Buffer[692],50,28
42,3897,50844,10000,Buffer[844],1946,18
42,3907,45601,10000,Buffer[803],3701,5
42,5596,57244,10000,Buffer[976],147,7
42,4867,56606,10000,Buffer[532],1837,16
42,3897,45255,10000,Buffer[744],3188,21
42,5510,60575,10000,Buffer[717],1995,28
42,4869,57326,10000,Buffer[658],1477,30
42,3896,45666,10000,Buffer[734],2426,13
42,5451,50941,10000,Buffer[958],1484,16
42,3891,49419,10000,Buffer[672],3993,1
42,4887,57608,10000,Buffer[997],1517,2
42,4818,48547,10000,Buffer[895],3613,20
42,5238,58954,10000,Buffer[995],1398,29
42,3919,49300,10000,Buffer[572],1738,20
42,3917,48386,10000,Buffer[977],2244,5
42,3906,52248,10000,Buffer[963],2991,30
42,3938,71764,10000,Buffer[901],1419,13
42,3958,66861,10000,Buffer[781],3880,16
42,4870,60132,10000,Buffer[753],3471,4
42,3897,49140,10000,Buffer[812],4001,27
42,4880,56151,10000,Buffer[806],3543,22
42,4943,56861,10000,Buffer[605],2305,30
42,4861,53613,10000,Buffer[846],3210,31
42,4868,57889,10000,Buffer[1004],1606,1
42,4864,62962,10000,Buffer[997],2424,7
42,3899,45791,10000,Buffer[879],936,26
42,3892,45697,10000,Buffer[1004],2288,25
42,3897,52166,10000,Buffer[874],3744,8
42,4873,57906,10000,Buffer[518],38,14
42,6955,57554,10000,Buffer[942],3123,32
42,4872,51977,10000,Buffer[630],2005,2
42,3898,49678,10000,Buffer[747],1273,11
42,5017,57015,10000,Buffer[873],1398,15
42,4872,55942,10000,Buffer[733],1917,8
42,3897,49346,10000,Buffer[529],2399,32
42,5811,57438,10000,Buffer[753],919,6
42,4870,59723,10000,Buffer[837],327,23
42,4872,57634,10000,Buffer[553],2100,17
42,4948,45628,10000,Buffer[708],2325,4
42,4871,58607,10000,Buffer[862],1401,23
42,4871,55854,10000,Buffer[910],2084,30
42,5356,47603,10000,Buffer[754],3312,6
42,4870,60366,10000,Buffer[927],3278,6
42,4873,58153,10000,Buffer[849],789,12
42,4898,45307,10000,Buffer[726],1561,24
42,4871,56593,10000,Buffer[619],358,23
42,3898,53227,10000,Buffer[672],1028,22
42,3899,45756,10000,Buffer[814],867,24
42,3897,48060,10000,Buffer[876],943,32
42,3898,45294,10000,Buffer[738],2339,4
42,3897,50519,10000,Buffer[805],2034,15
42,4872,58428,10000,Buffer[692],3821,9
42,4870,54294,10000,Buffer[784],2135,5
42,3899,46352,10000,Buffer[977],1766,16
42,3897,51072,10000,Buffer[579],893,9
42,3899,46463,10000,Buffer[853],2314,19
42,3897,49941,10000,Buffer[748],457,6
42,4870,49978,10000,Buffer[678],3581,21
42,3897,50071,10000,Buffer[580],1284,9
42,4880,61919,10000,Buffer[603],529,7
42,3895,52943,10000,Buffer[851],1851,22
42,3891,49087,10000,Buffer[527],1800,26
42,4314,57664,10000,Buffer[578],800,8
42,4865,56787,10000,Buffer[852],2161,16
42,3895,45250,10000,Buffer[529],2484,23
42,3896,56379,10000,Buffer[689],2549,2
42,3908,50374,10000,Buffer[857],3386,24
42,3890,50262,10000,Buffer[528],3516,10
42,3890,48287,10000,Buffer[683],3411,15
42,3890,45875,10000,Buffer[777],3229,3
42,3888,52731,10000,Buffer[546],2508,30
42,4867,53099,10000,Buffer[678],986,23
42,3892,46532,10000,Buffer[969],145,28
42,3892,50091,10000,Buffer[842],166,13
42,3890,45485,10000,Buffer[880],3401,31
42,4878,61880,10000,Buffer[692],1618,27
42,3897,49206,10000,Buffer[871],807,11
43,3914,49228,10000,Buffer[665],3375,14
43,4186,54893,10000,Buffer[681],3049,22
43,3909,65001,10000,Buffer[586],772,14
43,3924,59218,10000,Buffer[975],794,1
43,3911,49562,10000,Buffer[936],930,21
43,4219,62164,10000,Buffer[536],2389,32
43,3913,63708,10000,Buffer[671],1260,19
43,4873,68043,10000,Buffer[606],2657,7
43,4882,87222,10000,Buffer[567],323,32
43,4885,63256,10000,Buffer[520],2235,27
43,3911,69882,10000,Buffer[805],3473,1
43,3907,59455,10000,Buffer[814],2981,18
43,4355,73502,10000,Buffer[789],2364,26
43,3941,59412,10000,Buffer[749],1950,19
43,3908,81505,10000,Buffer[728],1134,14
43,3902,52376,10000,Buffer[560],2761,28
43,4322,47768,10000,Buffer[569],46,31
43,3908,60091,10000,Buffer[631],2676,11
43,3910,49098,10000,Buffer[924],1664,14
43,3908,62363,10000,Buffer[792],1741,22
43,3910,58504,10000,Buffer[518],3446,9
43,3900,72601,10000,Buffer[576],1677,8
43,3950,64699,10000,Buffer[967],1313,7
43,3901,59995,10000,Buffer[790],3600,2
43,3935,49093,10000,Buffer[939],1255,20
43,3905,62438,10000,Buffer[983],649,6
43,3899,56411,10000,Buffer[669],1559,13
43,3926,60642,10000,Buffer[923],1350,28
43,3946,49096,10000,Buffer[545],94,14
43,4213,67894,10000,Buffer[747],2549,6
43,3908,65727,10000,Buffer[810],3791,8
43,3924,58527,10000,Buffer[540],2422,23
43,3985,63944,10000,Buffer[721],2299,23
43,4919,61774,10000,Buffer[588],2451,25
43,3901,62125,10000,Buffer[729],1635,28
43,4152,60218,10000,Buffer[596],847,10
43,3958,52194,10000,Buffer[1010],2157,22
43,3923,60324,10000,Buffer[758],367,32
43,3911,51938,10000,Buffer[965],1853,7
43,3909,57112,10000,Buffer[890],3176,13
43,4120,84923,10000,Buffer[633],986,24
43,3901,61833,10000,Buffer[974],1185,21
43,3901,59764,10000,Buffer[755],3684,2
43,3897,58905,10000,Buffer[590],978,17
43,3909,62386,10000,Buffer[533],678,8
43,3909,62840,10000,Buffer[554],1138,21
43,3959,62401,10000,Buffer[597],3126,9
43,3897,62017,10000,Buffer[854],3653,24
43,3908,48992,10000,Buffer[928],118,29
43,3911,59156,10000,Buffer[639],3541,10
43,3989,62205,10000,Buffer[861],542,8
43,3910,47408,10000,Buffer[691],1745,19
43,3909,58788,10000,Buffer[630],1540,2
43,3908,60720,10000,Buffer[971],1695,7
43,3908,61304,10000,Buffer[714],26,13
43,3913,60314,10000,Buffer[653],1741,9
43,3898,50845,10000,Buffer[733],2169,32
43,3896,85232,10000,Buffer[537],2967,29
43,3904,60071,10000,Buffer[977],1332,11
43,4130,60476,10000,Buffer[670],3238,25
43,3906,61532,10000,Buffer[806],257,16
43,3902,59352,10000,Buffer[915],93,14
43,3903,65284,10000,Buffer[640],2782,31
43,5387,77650,10000,Buffer[934],736,26
43,4606,100370,10000,Buffer[954],1603,18
43,4723,66083,10000,Buffer[940],244,9
43,3908,59900,10000,Buffer[639],689,5
43,3901,60155,10000,Buffer[780],1401,9
43,3914,55717,10000,Buffer[981],2894,11
43,3912,59770,10000,Buffer[791],626,21
43,3907,58804,10000,Buffer[574],3378,8
43,4102,63659,10000,Buffer[741],2283,4
43,3901,62800,10000,Buffer[744],3775,11
43,3901,58279,10000,Buffer[587],580,23
43,3911,60766,10000,Buffer[718],3127,19
43,3911,59556,10000,Buffer[811],2740,28
43,3912,58576,10000,Buffer[691],216,30
43,3909,59467,10000,Buffer[586],1294,29
43,3904,58398,10000,Buffer[722],1244,25
43,3901,52604,10000,Buffer[703],2350,3
43,3912,61600,10000,Buffer[772],193,19
43,3915,61791,10000,Buffer[899],2306,9
43,4875,60187,10000,Buffer[753],2388,15
43,4874,62578,10000,Buffer[765],1699,19
43,3911,70177,10000,Buffer[651],2436,16
43,3899,59315,10000,Buffer[958],2086,2
43,4203,62222,10000,Buffer[605],383,10
43,3900,58512,10000,Buffer[539],1832,29
43,3901,58910,10000,Buffer[1007],561,32
43,3899,50610,10000,Buffer[795],2435,17
43,3906,60203,10000,Buffer[815],2772,31
43,3909,58418,10000,Buffer[633],2063,22
43,3906,61616,10000,Buffer[895],379,5
43,3907,59247,10000,Buffer[900],2687,20
43,3911,59702,10000,Buffer[672],134,3
43,4173,60738,10000,Buffer[562],2058,27
43,3909,52410,10000,Buffer[870],3580,8
43,3909,58394,10000,Buffer[525],976,26
43,3914,61562,10000,Buffer[573],47,5
43,3899,56198,10000,Buffer[667],2777,19
44,3919,48707,10000,Buffer[803],302,11
44,3906,63057,10000,Buffer[513],962,22
44,3897,60893,10000,Buffer[951],2402,20
44,3897,58615,10000,Buffer[946],3130,29
44,3898,60802,10000,Buffer[1005],3619,14
44,3898,61422,10000,Buffer[602],776,14
44,3901,59750,10000,Buffer[730],2067,31
44,3903,61912,10000,Buffer[620],928,22
44,3902,59936,10000,Buffer[975],1930,6
44,3940,72338,10000,Buffer[940],2316,30
44,3916,49323,10000,Buffer[1019],13,14
44,4879,62779,10000,Buffer[868],767,5
44,4899,60641,10000,Buffer[1024],1559,7
44,3941,63103,10000,Buffer[784],1838,16
44,4021,63088,10000,Buffer[732],157,30
44,3907,58392,10000,Buffer[1015],2423,28
44,4378,64502,10000,Buffer[676],258,11
44,3968,73871,10000,Buffer[976],1345,23
44,4053,82553,10000,Buffer[864],1746,25
44,3906,63632,10000,Buffer[568],2187,23
44,3909,61091,10000,Buffer[587],2357,10
44,3907,49531,10000,Buffer[927],3611,29
44,3909,60067,10000,Buffer[678],3190,8
44,3908,45245,10000,Buffer[599],3787,23
44,3911,52843,10000,Buffer[909],1380,6
44,3910,60979,10000,Buffer[561],1186,1
44,3908,49822,10000,Buffer[682],1744,8
44,5231,62279,10000,Buffer[816],608,32
44,3908,53078,10000,Buffer[571],725,25
44,3908,59844,10000,Buffer[847],260,12
44,4888,60822,10000,Buffer[534],2895,18
44,3904,63672,10000,Buffer[950],495,19
44,3899,61888,10000,Buffer[646],1820,8
44,3962,58988,10000,Buffer[629],2380,8
44,3924,60112,10000,Buffer[806],3808,9
44,4492,60733,10000,Buffer[786],1420,14
44,4172,48280,10000,Buffer[741],1849,29
44,3899,55171,10000,Buffer[960],3541,23
44,4174,60758,10000,Buffer[846],803,16
44,3901,58489,10000,Buffer[698],1267,26
44,3901,49924,10000,Buffer[659],1685,14
44,5029,61164,10000,Buffer[997],1925,25
44,3897,58439,10000,Buffer[686],1054,20
44,4874,63966,10000,Buffer[875],1789,27
44,4237,59400,10000,Buffer[934],474,5
44,3896,58487,10000,Buffer[978],1144,2
44,3901,59666,10000,Buffer[932],264,9
44,4871,61890,10000,Buffer[955],2188,16
44,3896,58191,10000,Buffer[783],1838,19
44,3897,61648,10000,Buffer[995],2430,18
44,3897,61421,10000,Buffer[981],2914,25
44,3894,60177,10000,Buffer[794],1224,13
44,3896,58945,10000,Buffer[849],726,23
44,3991,61434,10000,Buffer[812],2325,8
44,3897,59809,10000,Buffer[899],3689,21
44,3897,61514,10000,Buffer[622],2271,7
44,3895,59167,10000,Buffer[719],3815,19
44,3894,61380,10000,Buffer[649],843,1
44,3906,59673,10000,Buffer[872],3137,19
44,3921,53555,10000,Buffer[599],1233,6
44,3909,59086,10000,Buffer[1004],446,28
44,3901,63037,10000,Buffer[731],544,29
44,3900,58927,10000,Buffer[772],3559,31
44,3979,58983,10000,Buffer[931],375,6
44,3933,58882,10000,Buffer[849],2886,25
44,3900,54250,10000,Buffer[587],3624,29
44,3904,53022,10000,Buffer[590],1962,27
44,4000,51616,10000,Buffer[842],3884,30
44,3901,60139,10000,Buffer[616],3325,27
44,3897,59415,10000,Buffer[923],978,25
44,3900,60269,10000,Buffer[956],2514,12
44,3895,59555,10000,Buffer[912],1439,1
44,3903,57418,10000,Buffer[549],2079,13
44,3902,63798,10000,Buffer[560],136,22
44,4295,59884,10000,Buffer[923],3136,22
44,3899,58960,10000,Buffer[976],3813,5
44,3970,50059,10000,Buffer[943],1211,1
44,3909,61568,10000,Buffer[982],2499,3
44,3899,58192,10000,Buffer[867],1088,29
44,4870,64466,10000,Buffer[764],4012,31
44,4873,61747,10000,Buffer[867],2880,21
44,4873,64201,10000,Buffer[939],1240,25
44,4879,62850,10000,Buffer[902],2855,27
44,3897,60445,10000,Buffer[593],276,2
44,4229,60645,10000,Buffer[675],810,10
44,3992,61143,10000,Buffer[833],546,4
44,3911,60152,10000,Buffer[616],2109,14
44,3896,61110,10000,Buffer[837],2049,26
44,3909,62974,10000,Buffer[515],1791,23
44,3907,61830,10000,Buffer[712],2850,23
44,3916,61874,10000,Buffer[1015],936,27
44,3909,61496,10000,Buffer[776],3939,19
44,3909,54724,10000,Buffer[761],393,29
44,5661,70345,10000,Buffer[981],921,1
44,3907,59979,10000,Buffer[781],3449,20
44,3897,59430,10000,Buffer[927],2530,5
44,3898,45603,10000,Buffer[723],929,17
44,3898,48463,10000,Buffer[925],3852,2
44,3898,60508,10000,Buffer[555],2109,21
44,3908,59075,10000,Buffer[928],322,2
45,4922,51861,10000,Buffer[879],891,7
45,3906,55384,10000,Buffer[960],2809,12
45,4381,59769,10000,Buffer[553],1586,32
45,3896,60558,10000,Buffer[520],3919,29
45,3954,61194,10000,Buffer[771],3496,25
45,3901,62348,10000,Buffer[979],2681,4
45,4907,61803,10000,Buffer[814],3168,17
45,3917,62641,10000,Buffer[911],713,12
45,3897,59100,10000,Buffer[828],2100,2
45,3895,53857,10000,Buffer[662],3449,25
45,3914,61887,10000,Buffer[597],1545,6
45,3897,59007,10000,Buffer[754],2621,21
45,4114,63490,10000,Buffer[573],3852,9
45,3895,59843,10000,Buffer[839],967,25
45,3969,59715,10000,Buffer[573],430,11
45,3899,61655,10000,Buffer[801],2601,8
45,3897,55213,10000,Buffer[783],715,17
45,3895,59960,10000,Buffer[673],1610,22
45,3898,62650,10000,Buffer[517],2595,8
45,3896,60631,10000,Buffer[598],113,22
45,3896,59399,10000,Buffer[741],1449,4
45,3928,54791,10000,Buffer[859],2853,17
45,3974,61438,10000,Buffer[874],1706,3
45,6896,53390,10000,Buffer[563],542,29
45,3901,62396,10000,Buffer[926],1660,13
45,3900,62462,10000,Buffer[529],1916,12
45,3901,62903,10000,Buffer[736],2313,5
45,3898,60471,10000,Buffer[751],1978,30
45,3896,61932,10000,Buffer[553],3301,29
45,3896,66162,10000,Buffer[730],685,8
45,3897,64062,10000,Buffer[522],2256,22
45,3899,60976,10000,Buffer[763],1396,31
45,3928,53039,10000,Buffer[935],358,10
45,3923,61203,10000,Buffer[746],662,26
45,3915,61397,10000,Buffer[1007],2715,12
45,4139,62450,10000,Buffer[762],2130,12
45,3912,61433,10000,Buffer[1010],2730,29
45,3923,62489,10000,Buffer[663],3723,23
45,3907,63345,10000,Buffer[888],2952,24
45,4916,62480,10000,Buffer[746],1412,20
45,3896,62217,10000,Buffer[702],2947,29
45,3900,59711,10000,Buffer[822],424,20
45,3897,61877,10000,Buffer[651],3570,8
45,3900,60519,10000,Buffer[875],3752,25
45,3979,56288,10000,Buffer[616],906,28
45,3900,60890,10000,Buffer[758],2386,26
45,3897,54963,10000,Buffer[800],3071,24
45,3897,53194,10000,Buffer[907],1226,12
45,4146,61009,10000,Buffer[598],2851,5
45,4871,61900,10000,Buffer[542],78,27
45,3897,60498,10000,Buffer[693],1618,13
45,3898,61911,10000,Buffer[882],2282,20
45,3896,64077,10000,Buffer[874],3050,31
45,3959,60183,10000,Buffer[732],2625,32
45,3899,61178,10000,Buffer[759],170,8
45,3902,61074,10000,Buffer[793],2148,13
45,4033,62423,10000,Buffer[774],2750,31
45,3916,61575,10000,Buffer[819],1547,10
45,3898,57850,10000,Buffer[553],2093,13
45,3895,59618,10000,Buffer[849],358,3
45,3897,60491,10000,Buffer[689],3142,19
