runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.a.integer,param.b.integer,param.c.integer
5,3279,25533,250000,4084428319,1694847979,3608091280
5,3355,30527,250000,2130634990,4268613560,203605604
5,3291,26450,250000,1440554077,2380133040,46155877
5,3276,26301,250000,3377206791,4169812399,655725599
5,3450,26338,250000,2830447073,1365119571,3930107976
5,3355,26253,250000,380438290,1759954494,2864220620
5,3342,25767,250000,3287150707,2941902035,627235619
5,3274,25904,250000,1128182822,3997472418,3451903968
5,3276,26598,250000,3529893908,2198869934,431472891
5,3282,26333,250000,1669342064,902389274,861621200
5,3265,26090,250000,1430144346,3052399356,620793932
5,3425,26636,250000,3461023850,1236096743,2380893144
6,3245,24893,250000,98102921,2628226881,744426378
6,3278,24993,250000,2180291559,418018670,4190348435
6,3329,24929,250000,1879993345,2256273500,2924486102
6,3244,24860,250000,3481454035,1411526315,3448935812
6,3288,24847,250000,3996274709,1486857230,2493795266
6,3268,25653,250000,3237917300,1313531910,2464256495
6,3246,25590,250000,3789554933,908082215,2360356801
6,3266,24663,250000,1309720724,2880157161,2504533029
6,3318,25461,250000,1901250795,1274839879,2092332215
6,3285,30796,250000,1337807084,3334334881,3786786254
6,3266,24830,250000,1928357058,1731324798,3152474640
6,3281,24881,250000,3815228435,3223432251,3787226716
6,3286,25220,250000,1387121056,3081222484,1522415750
6,3285,25078,250000,852504220,2764479353,3630663192
6,3323,24827,250000,23468069,4184910392,454037308
6,3246,25446,250000,996844406,672937985,3778192200
6,3263,24876,250000,729084524,3773058342,1145949189
6,3265,25783,250000,492908211,1189188957,1189266886
6,3271,25852,250000,4234055781,3399347700,3942676035
6,3278,24690,250000,3288740032,1617257857,1991316518
6,3327,24908,250000,4094077229,3657229268,1226494870
6,3247,25815,250000,255696496,2054395448,4040821169
6,3280,25618,250000,2969562166,1243143162,3546504425
6,3270,25694,250000,269436850,743488943,2332900762
6,3273,25664,250000,3811960730,2126664644,498090739
6,3270,25699,250000,2887321801,1447184292,209184781
6,3321,25552,250000,50910499,784421476,560368865
6,3264,25737,250000,1545456535,3829240020,4231577338
6,3274,25737,250000,2675848498,2052644271,3511975872
6,3270,25694,250000,1189341968,2858847777,3091873396
6,3265,24898,250000,3194074911,779017368,4045183534
6,3267,25745,250000,3039471012,3281208930,4081180630
6,3326,25793,250000,2081320750,3995523513,638817297
6,3269,26414,250000,1607042079,4157174880,2425201578
6,3280,25003,250000,1269623181,2202208071,2610508862
6,3271,25755,250000,1532197975,1017590072,4029467698
6,3279,25109,250000,491087130,1219082746,3345766977
6,3266,25029,250000,3694159169,1179821983,1341665822
6,3335,25740,250000,2213112196,3109759438,1701672663
6,3277,25742,250000,1727650398,3384324162,3993732575
